Employee ID,Basic Salary,Tax,Bonus,Travel Allowance,Others
3205,87219,29462,1065,7876,1702
3124,54448,23072,12181,5004,1150
3837,99152,11511,1227,6973,3506
4877,86437,13197,14169,9282,3404
1615,58299,13714,3184,9667,813
1042,71119,11672,11433,9056,4614
2866,107093,24727,13993,3046,1683
855,68648,21449,13945,6307,621
2027,44096,24794,7800,8736,668
1988,104279,7981,10704,4690,4182
2551,37391,17785,8751,4266,4621
240,104891,26972,10121,5629,4468
490,92830,19666,13228,3745,4517
3852,100783,7815,6823,8023,4197
1037,70286,10096,11795,9276,2229
1339,101826,18950,2180,3639,4055
4781,67595,23401,14245,5936,1618
3270,92740,11673,10231,1076,2668
2555,80929,6742,2101,7473,4721
3501,62827,10720,3099,4504,3616
3863,56209,8509,1513,3424,2929
1768,110752,17273,14031,7484,2507
4709,103396,27770,12324,6296,1550
162,108961,8534,14693,7567,1204
656,43806,19685,2832,7086,3399
3007,55406,10136,13830,3221,3707
4717,64360,10585,11649,1405,1206
3507,110000,13554,11394,3129,4332
1257,68865,16473,11872,7834,2508
2159,36458,28542,11290,1397,2097
1952,39151,6634,8137,4473,1566
750,84869,21908,12358,5989,2446
709,102024,26310,6807,4926,3299
1622,54541,20117,11119,2944,595
4137,51803,6722,13642,9629,2574
4656,73183,13611,4116,6391,2418
466,74776,28313,14516,6399,1765
3996,92323,27541,6850,1222,3034
1101,41170,8864,12079,2610,739
1714,112966,6067,8598,8830,1827
4586,77284,11438,5343,5604,1642
117,39260,22803,5628,5000,3723
2482,37636,12271,7184,3664,4348
196,66108,16325,12722,2065,1915
4715,45941,16828,9981,6364,2898
1475,98971,19132,2300,6393,1260
2473,58355,25386,2947,8102,4142
4130,102836,22013,3242,8501,2052
3055,117719,18442,10286,1603,1362
1275,63733,6834,2358,6130,4535
3710,37444,26702,4656,7295,1655
339,118598,26384,1307,9380,856
3512,44610,25515,2450,8103,2171
4276,96036,20126,8366,9867,1828
4718,34554,28113,3123,1637,1529
3300,55545,7353,5882,2844,2876
1657,80139,18878,3842,1046,3741
643,91971,24439,14836,1819,2491
1681,76059,16132,2664,4807,4371
1351,36771,13203,7373,4022,2885
619,113035,15322,14473,2080,3640
1170,99468,16295,4948,4146,1381
252,56055,8157,10586,2277,1038
302,67202,27466,5072,7741,2357
3142,57700,27247,4634,3217,4057
1567,33567,14626,1214,6265,2696
3165,97194,22340,4072,3886,2450
3958,72836,25242,13246,6634,2110
2211,56627,26192,5472,9987,3663
3153,68568,27522,3459,4328,4963
3660,50760,16826,4706,8293,4507
612,59985,17095,12463,4006,726
1944,109944,18567,2206,7958,1091
74,70785,29816,9601,8972,4619
2874,65583,12884,4469,5143,2575
4638,63738,28425,9407,6517,3171
157,54204,6955,5847,2218,1868
3559,108821,15204,1348,9018,2522
256,46643,9991,4651,9916,2578
3111,100561,9065,3878,2344,4450
1052,67126,21067,12857,1137,4381
2418,88126,18763,5749,5450,3821
2257,112424,24187,12261,5906,4645
2635,75258,17095,4994,3759,2936
2897,64527,22408,12304,1058,2304
1892,53898,7329,1002,1770,3859
3684,109923,24082,2117,1388,2230
4412,86912,26078,10274,4422,4162
3465,76435,20873,7883,8012,3473
2492,33794,8026,13694,5852,1529
3740,99126,29231,2517,1595,911
1776,44698,6011,5846,9627,2481
3937,42332,28427,11087,2982,1161
1971,39593,10624,4579,9965,1847
3720,88132,23084,11825,9209,3970
3954,41036,20229,14175,5330,1805
2493,109908,18244,3379,6429,4786
4666,83164,21602,10204,2692,3333
649,49351,16780,5264,3770,2353
1641,88413,29462,3823,5376,1315
4435,48059,28536,14983,5926,4005
529,57188,27210,1848,4267,1976
2102,97852,10585,10896,8564,4013
419,111795,21362,6036,2695,2537
2353,41829,19105,13285,2586,1830
3510,103673,29442,1205,5680,4306
85,54502,22195,11084,6447,1649
2300,57204,19837,1520,6460,506
1752,31265,19393,4576,8965,1936
4222,65751,10456,6113,3268,3750
2658,117821,29061,11543,8249,4039
3976,54315,26293,7258,8461,1194
2352,77457,26093,7807,4486,3465
3100,76875,9521,3134,6801,3799
1290,90359,14775,5838,3749,4741
3124,73420,19099,3475,8785,3867
2703,63379,9037,6817,7975,4882
644,94102,14074,5545,2405,525
2906,84664,18986,8793,4575,2653
4068,100960,29395,1785,3727,4835
4064,105475,21815,9143,7487,3989
4670,89469,17226,8708,7291,831
2923,64396,29559,5097,3501,1144
2022,43176,14139,6197,1937,2352
3625,95036,17099,14635,2755,4630
2871,37907,14859,11982,4390,3423
3119,33372,16174,14409,6816,2931
137,57572,27932,3157,2216,4084
4226,54592,7539,9870,2203,4309
1219,43102,15305,4528,2890,1310
1018,55642,18199,4559,9582,1811
3701,33139,5390,9134,8688,3295
4528,107179,5082,9562,7500,2394
3141,48643,22386,3937,7716,3506
3530,90117,13968,9172,4746,4800
2588,58780,28780,9138,9290,2570
2383,112203,17281,6141,3195,3156
2606,90332,20120,1721,5665,4634
3088,60632,14946,13592,8349,4768
3528,68493,15891,1923,5398,3984
2558,78352,24640,6391,4629,913
209,59408,24628,8657,8766,1191
3811,119838,11007,1835,7147,3162
4154,117157,5522,3493,2063,4617
2008,108755,6694,3979,9830,3198
2864,55939,23636,11517,9743,4809
3377,76880,9837,13116,4275,1419
1369,66843,16801,3424,1976,1406
3801,108314,28710,5521,5069,3710
1038,68930,13469,12318,7402,4228
4473,59870,21531,3376,1345,3219
2291,117657,13148,1453,5942,4166
993,88144,18065,4459,3942,2864
2939,88103,17706,14051,8404,1292
4511,70770,8620,12693,2076,1075
394,60158,15631,4547,4770,2227
3687,118992,14131,2148,6652,3727
4825,77401,19307,1522,9424,4071
358,42992,8709,5577,9048,4686
4005,55390,20986,1121,1450,4225
1182,75858,18915,4618,1350,3866
2066,46756,25721,13868,5004,1860
3903,51971,10094,7630,5678,2548
3419,37071,14415,4722,1244,3475
3130,76517,21078,4083,5645,3696
155,114811,20476,11364,5734,1587
3559,36586,18530,6930,1440,705
1555,49703,12472,11898,6915,3986
487,106177,8363,14388,1411,3815
1383,66735,24407,7723,1813,1122
2416,96358,23201,5813,5678,2177
1071,69648,19140,4307,2730,3787
2255,42129,22067,4642,7643,3512
1507,111079,26891,3817,2974,3512
1876,66656,28115,8421,1549,4137
2191,59665,19315,8047,2937,3200
1071,43499,24294,13693,1203,2371
191,105888,19414,14554,4588,578
140,49654,7017,10676,8083,1976
4711,105653,9223,9468,3536,3728
4011,116613,7184,6588,6788,2835
3412,99529,22741,8387,9298,2225
2973,48982,28075,10440,4811,1614
1515,111848,11531,10316,3701,660
3121,109874,9666,12093,8825,1925
3971,60173,28781,10849,6974,2233
4720,67525,16255,10945,4936,4915
3525,57328,7468,13794,5090,2911
1346,41360,12291,12850,7956,4460
4183,52625,12255,4402,3546,3022
1918,74894,8920,5332,4736,1101
4378,46471,9236,9943,2672,2859
3911,69883,6939,1164,1401,2055
453,32703,8856,7989,9793,2020
4143,106687,5050,10884,5313,2890
1612,81570,28514,2956,7352,1405
3168,99683,20926,4860,9479,2150
2079,95524,6360,3775,1087,1617
2582,64515,11805,12481,8146,2024
2065,103768,16928,2768,7279,4767
1259,45151,16994,11615,3205,3580
4488,105866,29941,14743,3967,3740
354,79190,27414,7226,5250,4906
4401,106812,8045,13718,4534,4301
3637,86195,16093,12888,9411,2435
1564,94108,5257,7621,4238,4127
712,48535,16651,1782,9513,4880
3503,73050,5044,12970,3738,4209
2733,62976,29844,8820,5936,3042
4882,30599,22718,10146,2836,4950
857,87948,22055,11184,3559,699
4273,89867,20354,10851,2568,2683
1430,33709,18589,1140,5720,3175
2493,54110,12000,1719,8957,4536
3199,79365,25022,2650,9544,3993
3421,35723,19480,8885,7525,4472
2069,85704,11085,4573,8935,1864
4807,57394,5234,12666,9221,2352
3492,94120,11834,2015,8514,4937
152,40316,20055,5383,8065,4101
3232,52622,8207,9534,7737,887
2907,54844,26948,7292,3540,4599
3552,81560,7400,7353,4819,2162
1467,89921,14609,12375,9686,2958
4192,51162,26473,11893,9023,712
3424,58833,17562,10167,1834,1057
4058,47206,28935,11775,4324,3105
2926,81747,26389,4120,1629,3619
3666,105827,28874,2823,3986,4203
4736,107195,12740,5426,9221,3191
3431,85387,26566,13652,9079,2494
1157,55226,19184,1010,8933,974
4208,36500,19038,5604,4782,2267
3409,31634,5650,11819,9998,541
1162,44059,21417,10660,7485,3151
1260,100350,24416,10305,6406,2595
4091,34076,18119,9813,4468,4492
2842,68210,12644,1900,8144,2486
3203,55931,22494,4747,9412,4365
2982,62007,13653,13256,6275,4157
3555,52744,19416,2471,6867,4017
3473,60396,29897,7861,7516,2768
1225,118619,25894,4103,5626,2144
4388,79954,6874,9518,3262,1439
2390,96038,24423,1073,3414,4938
1015,42756,15429,1250,6240,3809
4681,109798,17213,3497,6122,3485
2027,40605,21219,14193,5993,2527
3714,52416,22640,11594,9964,3627
1493,86558,8240,5628,3492,4633
4123,67487,20802,9487,9211,1864
1701,32870,21122,1297,9997,1350
455,34758,25647,14639,3175,730
918,68736,26653,9493,3405,2999
14,107195,15903,13799,4363,2804
4375,95138,29101,9776,8341,2981
490,80250,6409,7517,8900,4804
985,70558,15620,12816,2605,4211
961,83092,6832,14405,3557,3403
1783,105121,23408,2634,9635,3965
1870,85604,10736,6005,3042,3268
3305,67039,9993,7029,1778,3392
2645,99859,16103,9244,4159,2583
4346,78745,19397,6615,7395,1738
4836,35461,29018,11468,2746,2574
3669,70831,26341,11879,6974,2565
4402,81137,8213,3844,6150,1129
1826,64030,15355,14078,1420,3708
3308,35731,11208,6623,3108,1402
3363,51500,14644,5590,5674,1553
3111,105439,11453,5948,6345,622
2766,63117,24137,11910,4996,1456
4279,61174,16093,13127,7082,1486
3771,63208,18741,6190,4910,1751
2693,114728,16263,8884,3626,4933
30,109435,28712,7332,1490,1490
767,114482,5305,1662,6932,2820
615,98688,6384,9199,4371,1401
1005,55960,24751,7475,5064,2586
2122,40247,22958,12875,6837,4492
3127,56038,5872,4087,5989,4080
3010,57770,13360,5761,6971,3302
3820,102485,26962,1668,4380,2704
24,94654,14795,12356,6689,1371
4060,97741,22414,10477,9603,3324
3094,87773,29148,4620,8473,3402
2911,113391,14926,1160,2676,3003
1971,82633,20491,11590,8790,3903
1539,49564,28115,12437,6282,2691
3142,108669,11905,7460,3711,4382
4768,48114,9442,14224,1602,3707
3970,62803,20290,1017,2937,4158
2925,89341,8667,3533,9121,3597
571,53545,22660,7510,9217,3578
4860,92759,11553,5446,7812,3138
1243,106488,21926,11767,2067,3586
713,98071,29930,14159,6252,3446
4863,83866,9808,6554,6863,3971
1294,100499,12731,11509,1379,4802
2867,108243,5583,3918,6502,2124
1675,93153,21894,14379,4182,3457
3664,42860,28060,10245,4747,3787
1360,109783,28055,1315,6196,2025
636,112946,14138,5832,6132,1982
1210,47670,12695,3211,7040,758
2613,114766,8473,8069,5120,953
1298,71280,6198,9511,9737,1298
358,119694,8995,6133,6259,4970
241,91439,17113,7422,9466,3011
2605,109423,9535,5527,3922,4670
4065,65061,10871,3715,4387,741
1827,80764,24687,9825,6442,2212
3559,53810,7447,10897,6552,4718
3861,75588,14408,7665,5013,2502
4252,45933,29123,8107,6367,3827
4448,60034,11844,6132,9302,2781
4140,31947,22674,14012,7959,996
138,49715,17413,9864,7290,3611
3735,60956,27218,11471,1551,1226
1968,117180,20169,12739,1133,2331
4850,110846,12549,9662,7607,2321
143,117986,28071,12423,7599,2316
3634,46303,13693,7782,6124,591
2560,54031,16063,3607,2060,3932
4158,117389,28812,4332,8384,2469
2020,47977,21770,11812,3186,2884
2850,72707,13603,5697,3665,4179
1193,44465,7006,10574,4170,1102
2314,105761,10213,7745,3646,927
2356,46640,23531,6634,1595,2519
2507,61535,8868,13567,5106,1956
334,69280,14530,7260,6817,506
2563,32991,19360,2185,4421,2934
2721,47801,27421,7995,3278,1873
2439,119680,11637,11102,2164,1140
1796,37965,21736,7109,1617,4262
254,43730,9964,7441,1450,4505
3658,59553,24572,1915,8372,2730
