Employee ID,Basic Salary,Tax,Bonus,Travel Allowance,Others
1,45795,9440,6637,4096,1808
2,30860,26293,2116,2609,1101
3,106820,8072,11759,1717,2120
4,84886,18598,12691,4561,600
5,36265,19287,1492,7782,4771
6,112386,18965,12498,2048,737
7,67194,24508,9811,9307,4525
8,117498,14519,12424,8905,3418
9,74131,18380,8888,6578,3042
10,90263,16865,13015,2620,2503
11,46023,13125,7474,7548,2037
12,71090,8291,11572,8381,1254
13,97221,9033,10738,5780,3868
14,94820,10105,5958,4792,2758
15,30769,22087,14979,3941,4165
16,89735,13133,12755,6695,4735
17,92955,21958,10797,7401,1040
18,94925,10704,12944,7197,769
19,97969,12848,13867,6450,3960
20,35311,26592,11082,9975,3908
21,113104,17975,10467,9432,1005
22,83707,11924,3743,6874,1629
23,115305,25212,8866,2553,2579
24,58693,24614,11685,2012,3645
25,101932,5488,8160,9378,3742
26,55658,12114,6451,2881,861
27,114478,20740,6258,7799,4220
28,48431,8173,9548,5586,1956
29,32747,6667,14912,9622,4567
30,89150,9114,8186,9430,4695
31,95725,8553,7102,7447,2181
32,114654,12761,10061,3345,1552
33,65773,6000,10077,1075,3009
34,97435,20638,11193,6877,1181
35,86886,22772,14701,7785,4432
36,96803,10450,10475,5922,2629
37,61551,8712,1619,9090,4516
38,41394,6367,1882,3330,3802
39,99092,13189,9988,5686,1219
40,33890,14013,4642,2902,574
41,71606,21838,12617,5670,1793
42,110038,24156,2296,8143,2422
43,117313,8726,13906,3059,4657
44,40627,28616,9436,1140,819
45,38792,9806,3895,2789,2649
46,103969,7190,7593,1016,1952
47,73001,14108,1929,1464,2055
48,106552,17178,6366,5471,4707
49,53897,7875,9711,2827,3532
50,98148,10592,4212,9711,960
51,53483,22824,3409,6956,1386
52,78555,17592,9199,1089,4033
53,47159,13927,11717,5815,4436
54,110077,27443,4423,3851,1615
55,65920,19437,11211,3843,1575
56,97121,16530,13782,7543,4376
57,99479,12010,14917,6901,2424
58,119475,16207,7976,1969,1426
59,49457,28501,8594,2094,2781
60,96557,7989,6158,7124,1555
61,107189,17040,13474,8347,1041
62,108953,14218,4667,4195,2661
63,82995,27612,12863,2404,2751
64,70757,11471,11993,7940,1552
65,39692,7863,6973,5290,3244
66,75758,15693,7236,4982,4369
67,102409,6177,9277,6555,4981
68,101211,9760,12307,8954,4657
69,95697,5011,13424,5713,2060
70,67065,26636,3468,4092,4262
71,62606,21353,7217,5159,1664
72,41534,25783,4619,7308,3222
73,70397,16556,2636,8478,2858
74,31016,16563,9155,9476,970
75,119789,19051,4583,5933,1916
76,85591,16022,5009,5926,1968
77,119812,13234,4326,4969,1308
78,53247,26829,11410,3965,671
79,54300,21173,9148,5319,4626
80,104065,18178,3217,9975,4642
81,112798,11570,5967,8108,4725
82,39268,29596,3369,4939,2899
83,116807,5406,4638,1044,2145
84,42185,14206,11695,2810,557
85,93704,9431,10135,5566,1629
86,116779,26627,6722,2909,1853
87,69099,11542,12029,7364,1267
88,38571,28320,11852,3581,4395
89,68044,13906,12128,1691,1182
90,81214,9146,5444,1931,3954
91,91228,17046,8618,8910,2508
92,78984,17611,4947,7382,3642
93,70774,18076,2676,4406,2290
94,32568,21524,2196,9339,1977
95,92592,9882,13297,2032,1385
96,97563,19113,3787,2311,4406
97,32695,18645,8432,9579,4992
98,78190,11012,10653,4121,2038
99,35258,22347,8927,2873,2573
100,117538,12151,4318,7781,812
101,69504,29948,9858,4748,1310
102,63159,8610,7689,1277,2735
103,43986,14884,14810,2859,3357
104,91858,11894,3176,6929,3263
105,42666,18467,4743,7792,2532
106,68660,28695,9792,5713,2007
107,33561,21489,11844,5675,3070
108,56854,26923,5422,2170,2394
109,94505,14873,4824,9681,3205
110,82251,17289,13098,6308,1096
111,52662,17208,10171,3462,2647
112,38392,15828,3451,1287,1115
113,60535,28171,1628,6953,1447
114,108603,7137,10821,5282,4873
115,82256,25829,8778,2907,4264
116,119135,24914,4696,2161,2513
117,65222,6286,12622,1129,4197
118,107373,20710,4674,7337,990
119,109575,16371,4929,3363,4850
120,114651,20945,3765,9151,2928
121,93335,12052,5369,6983,1041
122,40965,8654,13972,1143,1787
123,54538,28486,9307,9207,2133
124,100592,23743,5956,8469,3426
125,38110,20600,11195,1244,1852
126,109309,29489,1692,1926,4876
127,57266,13636,4162,4178,1798
128,82992,11441,2105,3176,4467
129,112948,26431,4008,6002,4923
130,36910,29611,3161,1886,2758
131,30206,26587,9345,9532,2573
132,117054,14667,14715,4398,1201
133,117897,17149,4699,9497,2419
134,53419,6798,14577,3654,2960
135,80636,14600,13602,8392,4762
136,80015,26675,4786,2371,4764
137,84268,10495,10256,8135,4824
138,117939,14900,5200,1320,866
139,48141,18673,2913,5654,1027
140,110356,16130,10408,6300,4218
141,101910,27668,6520,7761,4109
142,86044,20222,11593,7854,4435
143,97214,28669,2772,6505,2653
144,63827,6300,11152,7553,2408
145,85820,28253,3780,5042,3512
146,92623,14435,14891,8498,4728
147,111734,24481,13996,7636,3522
148,105450,9616,8423,8362,3983
149,52299,21393,13938,1011,3220
150,73585,15617,3871,1194,2270
151,94044,10752,14234,3537,4613
152,72557,14852,1660,3842,2277
153,79080,11295,7242,3229,4712
154,32693,26199,11827,4009,1297
155,99163,22456,11521,8984,3715
156,55939,8225,13146,3077,4288
157,78925,6316,11642,8845,3476
158,72941,27083,2132,4867,4237
159,51834,17337,1699,5873,2211
160,48047,11807,8470,9635,1252
161,56105,28058,11230,1297,2969
162,105766,8683,7297,6856,4469
163,45707,12227,13839,2015,1892
164,51976,8273,8812,2384,3105
165,74262,28384,13692,9745,1177
166,53776,5145,5557,3350,605
167,60080,10010,3179,2269,3787
168,96842,21035,12030,2260,2446
169,91373,8040,10065,8701,1595
170,36776,14654,9275,9376,2282
171,85016,21866,2422,5563,3757
172,39474,24563,11867,7897,2497
173,88053,22633,4180,6672,2061
174,51959,22014,5316,6593,4506
175,35530,19996,13167,7155,2175
176,33748,21336,7696,6543,1622
177,43545,13853,10583,8240,4481
178,96199,16695,12410,5683,1801
179,64766,7852,13399,2881,1443
180,103530,21014,1614,9713,1445
181,91087,5987,14869,4809,1100
182,98840,12622,12163,6807,3200
183,84384,28711,12757,5883,1917
184,81005,14160,12768,8206,2024
185,76576,22484,5570,5155,4266
186,69353,11652,1270,5673,750
187,92003,12421,13258,2409,2044
188,113211,26400,3468,6197,578
189,82733,5769,10582,8452,3623
190,95318,22727,12546,9718,1397
191,119474,19114,13327,3172,725
192,53664,9358,14281,1279,1709
193,97172,28164,4607,4977,2678
194,115616,27986,11775,3669,3179
195,56736,16543,13265,8825,3385
196,30854,23733,4075,4981,3306
197,68623,10699,13098,5769,1203
198,37392,22625,1289,6247,3044
199,85680,6125,9120,5427,2870
200,76717,15793,11672,7135,3781
201,117092,11764,7614,6573,828
202,80859,26485,4252,5131,4728
203,56309,17323,8415,8189,620
204,117455,18031,7771,5535,1464
205,93734,19052,1278,3776,4724
206,100467,17640,12116,8697,4175
207,82662,12843,1580,9386,2576
208,42688,19210,5958,1662,832
209,55342,21456,9445,9671,3868
210,67157,26856,5276,9044,1816
211,97863,15106,8997,5218,1696
212,82083,10189,5776,6060,3670
213,95733,7472,1824,6874,1929
214,119045,22091,4832,6581,855
215,64698,23188,9891,3014,4734
216,110623,11704,6445,4789,2026
217,52671,8713,2380,8148,4397
218,55184,10051,13088,8766,528
219,72107,15756,10865,3364,1513
220,116202,7475,11919,4629,3202
221,81663,8610,7534,6919,1327
222,45708,9255,14926,6675,4946
223,79811,19484,4156,9872,2524
224,32811,28781,12580,7638,798
225,86250,6735,5307,5651,2365
226,102082,13258,6634,1609,4516
227,64754,12979,9575,8940,2611
228,41411,7428,6810,4866,1254
229,32911,17345,9533,1371,1269
230,97270,12426,6934,7998,4235
231,113763,13533,11179,1615,1738
232,38680,10249,13251,7911,2713
233,114896,26675,14131,7010,2406
234,113879,24201,4109,3253,2064
235,101295,25258,5082,5942,1718
236,118614,14686,14822,1864,1857
237,41111,19109,13707,2268,4339
238,67504,25595,11990,8454,1960
239,31802,5661,4240,9976,4485
240,38155,17075,11180,5571,1916
241,103656,19788,7028,6229,3353
242,69384,15060,12606,3237,1928
243,77254,20836,2849,5054,4878
244,51918,15526,9497,1935,4974
245,115981,8374,12805,7394,4793
246,90713,5207,3749,8891,3562
247,60306,7665,14156,1325,3571
248,46646,23877,7680,8774,1055
249,76843,28197,10327,4861,855
250,46371,5632,14722,2985,2063
251,107371,8083,1205,5932,4000
252,32049,18711,8352,5603,1540
253,61616,15123,5591,3778,3186
254,50932,25103,4450,9832,4974
255,59855,12123,8214,8754,3053
256,91434,15754,4811,5078,2279
257,102694,6679,12814,2367,575
258,73016,20901,12791,5042,4826
259,37400,5236,11743,3575,3819
260,72642,12446,6141,7754,2849
261,45151,9443,13500,2581,3273
262,81407,28154,9501,2986,2762
263,96690,20463,3708,3240,3729
264,34499,27483,2991,4966,2616
265,36295,13555,9463,8604,892
266,89040,23752,12834,9320,1608
267,42183,21669,13278,6968,4862
268,59299,5148,11014,8493,1110
269,42874,18395,4273,5103,3275
270,62711,25421,5538,3076,4498
271,35539,27933,13541,6231,1172
272,83351,28505,9712,3994,4177
273,91267,9895,10168,4744,530
274,78354,26664,4722,6594,1900
275,32557,22396,4551,8531,4571
276,68360,16023,13297,8371,1116
277,112018,15699,11965,2644,3286
278,32200,14715,11744,4144,1370
279,98497,24169,3832,1242,4696
280,76975,25109,13099,5085,4104
281,51357,21163,6679,8954,1912
282,107505,25960,7579,8269,3239
283,32869,10782,14422,8130,1440
284,91135,27641,1152,7828,840
285,80108,23792,6754,9362,3408
286,68467,21724,12156,9844,4633
287,53328,7817,12108,7331,1159
288,116831,20096,3800,4512,2533
289,33987,23880,6310,2499,2060
290,88871,27346,10944,3158,3957
291,52399,10299,3610,6162,2156
292,76214,14917,13067,5039,3475
293,116416,28958,2104,3035,1549
294,100271,23073,11728,8977,953
295,74064,8267,14182,1857,2204
296,100091,9406,14399,4823,3284
297,70818,29837,8361,7770,1318
298,75525,22826,5199,1298,512
299,49830,29981,4854,8244,4479
300,47429,15382,8263,1923,1420
301,36893,9437,12686,5232,2918
302,109909,10435,2914,5306,1814
303,77333,29819,8365,3799,4177
304,33436,9107,4072,7578,2517
305,104290,5560,10198,5875,1728
306,106213,17329,1406,6326,2934
307,35895,26932,14689,7582,3368
308,49738,6826,1166,2802,3015
309,60746,16421,1508,3657,1938
310,79377,17265,2661,4346,4664
311,78404,12629,4664,3949,4043
312,84045,13325,4489,1941,3675
313,69790,24522,14050,2907,2281
314,35600,12693,1680,5837,2763
315,70764,13264,3524,9105,2469
316,104543,17686,3120,2243,711
317,75714,18716,6260,6696,1007
318,86835,29226,13869,2466,831
319,103744,11721,5357,4957,1050
320,86491,28386,2363,2966,1441
321,48589,25609,10523,1375,1227
322,73484,24362,3292,1262,3362
323,112989,12373,2538,5362,3743
324,66212,10907,4408,7502,1148
325,73525,27481,8742,8833,3237
326,77202,21127,9752,2893,3247
327,62635,10656,10291,9106,1509
328,93208,13984,2903,2652,2050
