Employee ID,Basic Salary,Tax,Bonus,Travel Allowance,Others
3124,77941,10857,4583,5502,1821
2860,106312,6024,12331,5981,2154
919,69323,14674,13166,7612,3568
4836,112825,27148,8539,5968,894
1491,87320,26593,12611,7066,1291
3806,41419,8554,8140,6400,4133
3344,103436,14971,3038,6684,2444
2487,56403,16908,9179,7838,1243
2578,58298,27600,10924,8353,4872
273,67365,26202,6926,2987,693
4555,119573,9566,9223,5067,4774
820,76233,19022,11160,6068,4397
2616,100545,26709,3974,5104,717
4957,102771,16157,12522,9877,4082
2545,86360,15952,4568,8806,3990
3985,91966,11894,12117,7654,3315
4891,68056,12082,11414,4734,4403
4901,86965,16946,12630,7804,4423
2982,94237,24752,9206,2241,2285
1891,41195,7629,12314,4500,4672
3040,69374,28326,9298,6730,4333
4936,93539,25616,4793,6530,1682
2683,56248,11661,13756,4261,1023
603,81454,29261,1201,8264,3796
3938,56226,11275,8956,4843,4979
1433,116315,15227,8385,5825,868
4463,106202,18674,7007,2981,4883
256,115915,6719,2794,1647,898
2488,61709,14233,2408,4923,2651
1359,72850,8487,1916,2982,4380
3702,70537,29559,5431,6255,626
2483,93458,10844,8778,3019,2587
690,60949,13751,10876,5674,3643
3533,55853,16416,7346,9071,2270
308,51997,27859,4166,7980,4553
1697,65870,27253,8344,3832,746
3167,88529,11462,1064,8102,3818
409,93371,23184,5648,6991,2581
3952,80607,15003,5319,5208,2557
826,88523,26459,4650,4675,3489
1192,64114,20498,7398,2779,4097
2135,71588,9262,3015,5696,839
3095,80366,5146,10513,5537,3228
4194,59871,25212,5024,9419,2091
1775,97497,17732,7314,1873,3661
4417,92284,7117,9804,5766,1808
534,35690,10447,9843,4428,3838
2868,45168,26398,14005,6604,3198
1208,75875,15855,2387,4549,3623
417,100994,27331,12058,9312,2797
2777,95116,5318,11312,9933,2553
1238,40033,17161,6179,4881,2009
4944,103583,17323,7598,5789,4307
4766,34902,10749,7479,8445,512
1944,31496,5254,5763,5352,4534
2181,91263,14528,12387,8471,2080
2101,57664,26441,5109,8059,3933
4837,72203,13526,6535,6649,2551
4119,34582,16283,13020,6008,4376
3675,59482,9393,14361,8317,2323
460,64811,6044,4128,9785,3930
650,66144,17765,5866,2033,3240
4578,71476,23175,6085,1211,2288
120,61872,21119,12297,7057,2452
4769,112754,23903,1537,6508,3204
2256,47007,5961,8929,6017,1451
318,80199,8749,6031,9122,3920
868,80716,9565,11610,9125,3527
3227,115902,12516,11399,7479,3601
394,63264,24198,6998,5062,4460
2553,95230,21973,12369,8348,4088
4409,57005,23372,14702,8942,4345
3229,61475,16031,8679,8945,1647
2062,46926,25249,11514,4238,4017
77,63683,15625,14600,2493,3558
3411,113721,7989,3037,2577,1917
409,106810,10665,13545,2597,4409
4093,76049,9541,10154,3428,4189
2268,79483,23344,2243,1312,3272
744,69913,17386,8117,7686,3328
4529,90934,13846,9724,5075,2669
2854,72494,6078,11061,1003,2749
3835,60288,8074,4130,8061,4358
3998,55682,14547,6479,6218,2125
1832,97125,10029,2653,1191,3249
988,60809,21272,9304,3380,3105
2702,114406,20845,8974,2235,2347
3713,81742,28770,10491,8762,1078
3908,89584,18104,3304,8931,1636
2865,104215,20855,13616,3403,3910
755,38803,9756,7920,7021,3633
676,82572,27759,12498,8420,2774
